"","小区名","地区","道路","厅室","面积","层数","联系人","月租"
"1752","七街公馆|哈尔滨大厦","福田-景田","北环大道7045号","1室0厅","36","3/9","魏林林",800
"1753","都市翠海华苑","宝安-新安","创业二路100号","1室0厅","28","6/12","任晓凤",1300
"1754","水晶花园","龙岗-布吉","吉华路","1室0厅","22","8/12","周卫",700
"1755","置地逸轩","罗湖-国贸","春风路3038号","1室1厅","20","11/23","熊瑜",1600
"1756","碧海君庭","宝安-西乡","宝源路","1室0厅","30","3/13","黄美全",1200
"1757","大冲新城花园","南山-科技园","科发路","1室0厅","30","3/11","黄美全",1500
"1758","奥园峯荟","光明-公明","南环大道9号","1室1厅","45","15/20","黄小粹",700
"1759","TATA公寓","宝安-新安","新安三路","1室0厅","36","3/10","易善哉",2380
"1760","华美居","宝安-沙井","蚝乡路","1室0厅","30","5/6","杜胜飞",1480
"1761","花样年花乡","宝安-宝安中心","宝安大道","1室0厅","30","6/9","付萍",600
"1762","华盛观荟","龙华-龙华区政府","泗黎路51号","1室1厅","46","3/8","李相鑫",1500
"1763","雪象花园","龙岗-坂田","雪岗南路","1室0厅","34","7/13","刘松庭",1500
"1764","华讯中心","罗湖-蔡屋围","宝安南路,近红桂横街","1室1厅","45","12/22","郭金磊",1380
"1765","彩福大厦","福田-福田中心","彩田南路3001号","1室0厅","30","2/8","林曼莹",600
"1766","东海国际公寓","福田-农科中心","深南大道7888号","1室0厅","30","6/18","陈丰盘",1280
"1767","四十二区","宝安-宝安中心","兴华一路","1室1厅","25","19/28","雷浩",1900
"1768","花园城(三期)","南山-蛇口","南海大道","1室0厅","32","7/18","朱贵芳",1000
"1769","东方新天地广场","福田-岗厦","彩田路","1室0厅","24","2/6","林小晶",1230
"1770","鑫茂公寓","龙华-民治","民丰路","1室0厅","36","3/9","余小玲",550
"1771","星河智荟","龙岗-横岗","龙岗大道","1室1厅","48","8/10","詹雄颖",1580
"1772","丽雅苑","南山-西丽","同发路2号","1室1厅","41","5/21","昝卿",1380
"1773","新天地名居","罗湖-黄贝岭","北斗路9号","1室0厅","32","7/15","戴桃子",2450
"1774","深南花园","南山-科技园","科兴路11号","1室1厅","46","10/15","贾小丽",2500
"1775","红山6979","龙华-民治","民繁路,近民宝路","1室0厅","33","2/7","肖诚治",1560
"1776","汇景豪苑","南山-科技园","科兴路10号","1室0厅","33","5/8","朱建君",1200
"1777","万象新天二期","宝安-西乡","固戍二路","1室0厅","33","5/8","郭丹",1050
"1778","阳明公寓","龙岗-坂田","吉华路","1室1厅","22","8/12","张思雅",850
"1779","十二橡树庄园一期(别墅)","龙岗-坂田","布龙路","1室0厅","32","3/9","徐小峰",750
"1780","南景新村","龙华-民治","民治大道","1室0厅","30","7/12","黄国庭",720
"1781","保利上城","龙岗-龙岗中心城","龙岗大道","1室0厅","35","2/6","熊峰",1480
"1782","大浪九区","龙华-大浪","华盛路","1室0厅","36","5/8","张立雯",1300
"1783","三围社区","宝安-西乡","宝安大道","1室0厅","26","3/9","曾凡晓",800
"1784","鸿运阁","福田-农科中心","侨香三道22号","1室1厅","53","9/22","谭玉香",1480
"1785","香珠花园","福田-农科中心","农轩路29号","1室0厅","40","5/8","丘玉灵",650
"1786","万年青大厦","罗湖-泥岗","泥岗西路1040号","1室0厅","32","9/12","杨冬杰",3800
"1787","港铁天颂","龙华-大浪","和平路374号","1室1厅","45","8/12","赵芳兴",1580
"1788","前海花园","南山-前海","桃园路288号","1室0厅","30","2/8","黄美全",1280
"1789","宏发上域花园","光明-公明","民生大道","1室0厅","35","10/17","洪振宇",1350
"1790","轻铁西","宝安-西乡","海城路","1室0厅","36","2/9","彭素萍",600
"1791","西丽城市公寓","南山-西丽","留仙大道","1室0厅","36","5/11","彭思敏",800
"1792","融域名城","光明-公明","塘家大道","1室1厅","43","12/20","徐慧",2500
"1793","大冲新城花园","南山-科技园","科发路","1室0厅","30","3/5","何春燕",1350
"1794","银田新村","宝安-西乡","银田路12号","1室1厅","50","17/30","林森林",560
"1795","宝翠苑","罗湖-草埔","金稻田路","1室0厅","35","2/12","吴明",800
"1796","德润荣君府","龙岗-坂田","布龙路","1室0厅","32","5/9","张媛",1270
"1797","水口花园","宝安-新安","前进一路","1室0厅","30","3/11","张诗瑶",4300
"1798","新富豪庭","宝安-沙井","洋下大道3号","1室0厅","30","3/8","宁宝连",1500
"1799","锦绣御园","龙华-龙华中心区","和平路","1室0厅","30","3/12","谢艳鹏",600
"1800","德兴城","龙岗-布吉","吉华路222-225号","1室1厅","42","8/12","陈晨",1450
"1801","中洲中央公寓","宝安-新安","公园路137号","1室1厅","65","2/8","王谦",600
"1802","泰康轩","福田-车公庙","泰然四路118号","1室0厅","33","3/8","宁宝连",1500
"1803","留仙居","南山-西丽","新高路19号","1室0厅","32","5/8","吴明",900
"1804","缘来居","南山-科技园","高新中二道35号","1室0厅","28","4/10","李玉",900
"1805","碧海天家园","南山-南油","南商路112号","1室0厅","31","8/13","李婷",980
"1806","崇文花园","南山-桃源村","仙科路","1室0厅","30","8/10","刘期团",2500
"1807","世界金融中心","罗湖-国贸","深南东路","1室0厅","30","2/8","谈涛",1320
"1808","都市翠海华苑","宝安-新安","创业二路100号","1室0厅","22","3/6","陈玲",1280
"1809","龙园山庄","罗湖-泥岗","红岗路1299号","1室0厅","27","6/10","李晓爱",1700
"1810","龙华花半里","龙华-清湖","大和路","1室0厅","30","5/9","易玉姣",600
"1811","众望楼","南山-西丽","沙河西路3283号","1室1厅","45","9/15","杨冬杰",1400
"1812","大冲城市花园","南山-科技园","大冲二路","1室0厅","30","6/10","郑高奇",2090
"1813","华南西苑","龙岗-平湖","平吉大道北295号","1室0厅","28","6/15","景志龙",1890
"1814","东方时代广场","福田-华强北","华强北路2009号","1室0厅","26","2/13","任晓凤",700
"1815","崇文花园","南山-桃源村","仙科路","1室0厅","32","5/9","张媛",1300
"1816","万科云城","南山-西丽","创科路","1室1厅","15","9/15","梁壬娟",1100
"1817","汇锦名园","罗湖-怡景","凤翔街36号","1室1厅","40","9/20","陈伟",1880
"1818","沙尾文化综合楼","福田-新洲","沙尾路,近金地一路","1室0厅","29","3/6","曾凤娇",800
"1819","泊林花园","罗湖-翠竹","水贝二路38号","1室1厅","50","8/14","周剑华",2600
"1820","翠竹苑","罗湖-田贝","东门北路2057号","1室1厅","50","8/12","殷继贵",1550
"1821","桂庙新村","南山-科技园","学府路","1室1厅","55","8/16","姚作平",1350
"1822","金龙花园","龙岗-丹竹头","金坑北路7号","1室0厅","25","4/7","吴健齐",1280
"1823","兴达华府","宝安-西乡","航城大道6-5号","1室0厅","30","2/8","黄美全",1380
"1824","田厦翡翠明珠花园","南山-南头","金鸡路1号","1室0厅","30","6/12","谢艳鹏",800
"1825","宝能城花园","南山-桃源村","留仙大道","1室0厅","32","2/12","周先林",900
"1826","翡翠华庭","宝安-新安","前进一路","1室0厅","30","5/9","陈彬",1000
"1827","科技园住宅小区","南山-科技园","青梧路1号","1室0厅","25","6/15","周欣超",1500
"1828","THETOWN乐城","龙岗-横岗","龙岗大道","1室1厅","21","20/24","梁颖欣",750
"1829","南侨花园","南山-南山中心","南山大道2046号","1室0厅","30","3/11","张诗瑶",1380
"1830","中洲中央公寓","宝安-新安","公园路137号","1室1厅","52","11/23","刘萍萍",500
"1831","阳明公寓","龙岗-坂田","吉华路","1室0厅","30","8/12","薛志远",600
"1832","塘朗雅苑","南山-桃源村","珠光路236号","1室1厅","40","9/12","杨冬杰",900
"1833","荣德国际城市综合体","龙岗-横岗","龙岗大道","1室1厅","42","32/33","陶桑",1580
"1834","立新花园","罗湖-东门","人民北路","1室0厅","20","4/15","唐声元",1480
"1835","布吉中心广场","龙岗-布吉","吉华路69号","1室0厅","35","2/12","吴明",4600
"1836","祥祺花园","南山-华侨城","沙详街","1室1厅","50","5/7","寻深远",950
"1837","浪琴屿花园","南山-后海","创业路2033号","1室0厅","30","3/8","吉合木乃",900
"1838","青年城邦园","龙华-龙华中心区","和平路","1室1厅","46","18/33","黄志君",1250
"1839","富泉新村","龙华-清湖","清泉路","1室1厅","40","16/21","吴开建",1700
"1840","军荟花园","宝安-石岩","众兴路7号","1室1厅","39","13/29","刘权梨",3300
"1841","沙一村泰兴花园","宝安-沙井","西环路2116号","1室1厅","45","5/8","杨旦",1700
"1842","天安云谷","龙岗-坂田","雪岗北路","1室0厅","32","5/9","张媛",1260
"1843","花果山大厦","南山-蛇口","公园路12号","1室1厅","45","10/15","陶志芬",2180
"1844","白石龙一区","龙华-梅林关口","民塘路","1室0厅","24","2/5","祝林国",4800
"1845","崇文花园","南山-桃源村","仙科路","1室0厅","28","3/7","成龙",650
"1846","扬马小区","龙岗-坂田","坂雪岗大道","1室0厅","22","18/22","肖鑫",1400
"1847","深业泰然观澜玫瑰苑","龙华-观澜","观澜大道","1室0厅","30","7/13","黄华清",600
"1848","美丽365花园","龙华-龙华中心区","三联路","1室1厅","44","13/17","林建委",1380
"1849","豪方花园","南山-科技园","南海大道4040号","1室1厅","42","26/32","许江",800
"1850","漾日湾畔","南山-后海","海德三道1号","1室0厅","28","3/7","成龙",2000
"1851","海富花园","罗湖-黄贝岭","深南东路1017号","1室0厅","24","6/12","苏山",1380
"1852","2013文化创客园","龙岗-横岗","龙岗大道","1室0厅","32","3/8","易善哉",1780
"1853","幸福城(一期)","龙华-清湖","清泉路","1室0厅","23","3/9","黄汉清",1200
"1854","深圳市供电局水贝大院","罗湖-水库","翠竹路2018号","1室1厅","40","9/15","马应凡",1980
"1855","共和花园","龙华-龙华中心区","东环一路","1室1厅","40","2/5","何春燕",1080
"1856","宝龙嘉园","罗湖-笋岗","宝岗路18号","1室0厅","36","2/9","彭素萍",1380
"1857","海航国兴城(商住楼)","龙岗-龙岗中心城","碧新路","1室1厅","41","8/12","贺俊鹏",900
"1858","天源大厦","南山-南油","南山大道1153号","1室0厅","27","7/12","骆顺华",1180
"1859","锦绣江南(四期)","龙华-民治","梅龙路","1室0厅","26","6/8","沈建兵",800
"1860","深港一号(皇御苑四期)","福田-皇岗","福田南路","1室1厅","42","6/14","付昭术",698
"1861","松园小区","罗湖-蔡屋围","松园南街16号","1室0厅","36","4/10","易善哉",500
"1862","中城康桥花园二期","龙岗-丹竹头","李朗大道","1室1厅","40","7/16","欧学筌",600
"1863","长坑小区","龙岗-坂田","布龙路","1室1厅","45","9/16","马丽",2000
"1864","扬马小区","龙岗-坂田","坂雪岗大道","1室0厅","32","6/18","张振海",1580
"1865","御河堤(城滨雅苑)","福田-上步","东园路28号","1室1厅","45","2/6","何春燕",1480
"1866","福轩新村","龙华-大浪","华悦路","1室1厅","30","3/26","郑今年",4600
"1867","西丽城市公寓","南山-西丽","留仙大道","1室0厅","26","3/7","李建飞",950
"1868","宏发世纪城二期","宝安-石岩","宝石东路","1室0厅","27","2/4","尹家伟",1250
"1869","光雅园","龙岗-坂田","永香路","1室0厅","30","2/8","黄美全",1700
"1870","金成时代家园","宝安-宝安中心","罗田路16号","1室0厅","30","9/10","徐善果",1260
"1871","南联公馆","龙岗-龙岗中心城","植物园路","1室0厅","30","8/25","林炎清",980
"1872","美丽AAA花园","龙华-龙华中心区","中环路","1室0厅","35","9/15","马应凡",980
"1873","草埔新村","罗湖-草埔","稻田路1136号","1室0厅","32","6/8","蒋淑月",2000
"1874","力高君御国际","坪山-坪山","坪山大道2002号","1室0厅","30","5/8","姜逢杰",650
"1875","艺丰花园(A区)","福田-梅林","梅东一路3号","1室0厅","23","3/6","陈玲",1000
"1876","书院街7号大院","罗湖-东门","书院街7号","1室0厅","25","5/8","邹斗苏",600
"1877","留仙茗苑","南山-西丽","同乐路2013号","1室0厅","30","4/8","郭红利",1150
"1878","西环路2101号小区","宝安-沙井","西环路2101号","1室0厅","25","7/14","黎金晶",2600
"1879","重庆路6号小区","宝安-福永","重庆路6号","1室1厅","48","26/27","刘飞",700
"1880","诚信华庭","龙岗-布吉","广场路1号","1室0厅","26","3/7","高国秀",1180
"1881","阁林网苑","福田-上步","燕南路96号","1室0厅","21","2/9","陈德秀",1200
"1882","上合花园","宝安-新安","公园路","1室1厅","65","2/8","王谦",1080
"1883","黄金山小区","龙岗-坂田","坂兴路","1室0厅","30","6/9","李星",1380
"1884","塘朗城","南山-桃源村","留仙大道3333号","1室1厅","95","10/14","陈彬",1350
"1885","宝创红禧公馆","宝安-西乡","固戍一路703号","1室0厅","33","3/8","宁宝连",2900
"1886","英伦名苑(二期)","南山-科技园","沙河西路2021号","1室0厅","31","8/13","李婷",800
"1887","特发和平里","龙华-民治","和平路西399号","1室0厅","25","8/12","吴金旺",698
"1888","龙光玖龙玺","龙华-梅林关口","新区大道","1室1厅","50","10/20","刘智强",1100
"1889","景园大厦","罗湖-蔡屋围","松园路88号","1室0厅","30","2/8","谈涛",4000
"1890","星河盛世","龙华-梅林关口","梅龙大道","1室1厅","38","8/18","周阳",1800
"1891","儒骏城立方","龙岗-坂田","坂雪岗大道","1室0厅","22","3/6","陈玲",800
"1892","赤石岗小区北区","龙岗-龙岗中心城","同富路","1室1厅","50","3/6","方伟杰",900
"1893","怀德公元","宝安-宝安机场","永泰西路","1室0厅","22","8/12","张博",1380
"1894","龙屋小区","龙华-民治","布龙路","1室0厅","30","5/12","吴秋凤",3300
"1895","同泰时代中心","宝安-福永","蚝业路","1室0厅","30","12/15","吴祖倪",2380
"1896","鸿荣源禧园","宝安-沙井","宝安大道8230号","1室1厅","32","9/15","宁丽燕",1700
"1897","颐林雅院","福田-梅林","中康北路77号","1室1厅","40","6/17","黄明鹏",1380
"1898","花样年花港","盐田-盐田","明珠道268号","1室0厅","30","5/9","易玉姣",1750
"1899","彩虹楼","罗湖-笋岗","梅园路","1室0厅","33","8/15","温宇飞",600
"1900","宝安33区住宅楼","宝安-新安","裕安二路","1室1厅","45","9/15","杨冬杰",1560
"1901","漾日湾畔","南山-后海","海德三道1号","1室0厅","30","6/10","郑高奇",1000
"1902","华联城市全景","宝安-新安","创业二路101号","1室0厅","32","8/15","贾小丽",1810
"1903","碧海湾花园","宝安-西乡","新湾路305号","1室0厅","30","4/8","丁佳凯",999
"1904","聚豪国际","龙华-龙华中心区","东环二路","1室0厅","28","6/15","景志龙",1180
"1905","华源大厦","龙华-龙华中心区","宝华路","1室0厅","26","2/13","任晓凤",1380
"1906","旭飞华天苑","罗湖-泥岗","坭岗东路1120号","1室1厅","15","9/15","梁壬娟",2200
"1907","星河锦居","福田-新洲","福强路4103号","1室1厅","41","8/12","贺俊鹏",1350
"1908","泰然公寓区","福田-车公庙","泰然四路94号","1室1厅","40","9/20","陈伟",900
"1909","三合华侨新村","龙华-大浪","华荣路,近大浪华达路","1室0厅","32","3/9","徐小峰",800
"1910","布心花园(二区)","罗湖-布心","布心路1012号","1室1厅","50","8/14","周剑华",2380
"1911","共乐华庭","宝安-西乡","银田支一路","1室1厅","45","8/12","薛志远",2080
"1912","百旺研发公寓","南山-西丽","沙河西路5328号","1室1厅","50","8/12","殷继贵",3200
"1913","固戍华庭","宝安-西乡","固戍一路38号","1室0厅","30","5/12","季灶英",800
