"","小区名","厅室","面积","朝向","装饰","电梯","楼层","周边","总价","单价"
"1483","风临域  "," 4室2厅 ",113.13," 南 北 "," 简装 "," 有电梯","高楼层(共17层)2009年建板塔结合 "," 龙岗中心城",499,44109
"1484","澳城花园二期  "," 4室1厅 ",89.72," 东南 "," 毛坯 "," 有电梯","中楼层(共32层)2013年建塔楼 "," 蛇口",1500,167187
"1485","南海玫瑰花园二期  "," 4室2厅 ",223.52," 南 "," 精装 "," 有电梯","中楼层(共18层)2005年建板塔结合 "," 蛇口",2300,102900
"1486","世纪村二期  "," 4室2厅 ",154.46," 东南 "," 精装 "," 有电梯","低楼层(共17层)2002年建塔楼 "," 红树湾",1380,89344
"1487","福园小区  "," 3室1厅 ",95.17," 南 "," 其他 "," 无电梯","高楼层(共7层)1999年建板塔结合 "," 龙岗中心城",320,33625
"1488","愉园新苑  "," 3室2厅 ",104.94," 西 "," 简装 "," 有电梯","高楼层(共12层)2004年建板塔结合 "," 龙岗中心城",341,32495
"1489","莱蒙水榭春天二期  "," 3室2厅 ",77.1," 西 "," 精装 "," 有电梯","高楼层(共33层)2010年建板楼 "," 深圳北站",580,75227
"1490","远洋新干线一期  "," 3室1厅 ",80.33," 南 "," 毛坯 "," 有电梯","高楼层(共32层)2014年建板塔结合 "," 龙岗中心城",330,41081
"1491","花语岸  "," 3室1厅 ",80.83," 南 "," 精装 "," 有电梯","高楼层(共30层)2010年建塔楼 "," 布吉街",365,45157
"1492","润丰园  "," 3室2厅 ",90.04," 西南 "," 精装","","低楼层(共27层)1999年建板塔结合 "," 景田",520,57753
"1493","东方凤雅台  "," 2室1厅 ",59.91," 南 "," 精装 "," 有电梯","高楼层(共9层)2002年建板塔结合 "," 莲塘",295,49241
"1494","港湾丽都  "," 4室2厅 ",119.01," 南 "," 简装 "," 有电梯","低楼层(共18层)2003年建板塔结合 "," 前海",850,71423
"1495","招商依山郡  "," 3室2厅 ",88.81," 南 北 "," 精装 "," 有电梯","低楼层(共18层)2009年建板塔结合 "," 龙岗中心城",355,39973
"1496","万象天成  "," 2室1厅 ",77.43," 南 "," 精装 "," 有电梯","高楼层(共28层)2009年建板塔结合 "," 龙岗中心城",230,29705
"1497","颐安都会中央二期  "," 3室2厅 ",76.94," 东南 "," 其他 "," 有电梯","低楼层(共33层)2016年建塔楼 "," 大运新城",412,53549
"1498","阳光棕榈园一期  "," 2室1厅 ",74.12," 南 "," 简装 "," 无电梯","低楼层(共6层)2002年建板楼 "," 前海",568,76633
"1499","诺德假日花园  "," 4室2厅 ",145.59," 南 北 "," 其他 "," 有电梯","中楼层(共30层)2009年建板塔结合 "," 前海",1250,85858
"1500","碧海富通城四期  "," 1室1厅 ",30.87," 西南 "," 精装 "," 有电梯","高楼层(共26层)2009年建板楼 "," 碧海",195,63169
"1501","星河时代  "," 3室1厅 ",85.75," 南 "," 精装 "," 有电梯","低楼层(共33层)2012年建塔楼 "," 大运新城",480,55977
"1502","万科金域华府  "," 3室2厅 ",89.04," 西南 "," 精装 "," 有电梯","高楼层(共32层)2010年建板塔结合 "," 深圳北站",670,75248
"1503","中海日辉台  "," 3室2厅 ",89.64," 西 "," 简装 "," 无电梯","低楼层(共6层)2005年建板楼 "," 坂田",400,44623
"1504","百富大厦南山区  "," 1室1厅 ",36.19," 西北 "," 精装 "," 有电梯","中楼层(共24层)2004年建板塔结合 "," 南山中心",265,73225
"1505","海月花园二期  "," 3室2厅 ",133.89," 西南 东北 "," 精装 "," 有电梯","高楼层(共10层)2003年建板塔结合 "," 蛇口",1130,84398
"1506","绿景公馆1866南区  "," 3室2厅 ",89.76," 南 "," 精装 "," 有电梯","高楼层(共28层)2013年建板楼 "," 深圳北站",615,68517
"1507","THETOWN乐城  "," 2室1厅 ",51.51," 东北 "," 精装 "," 有电梯","中楼层(共33层)2014年建塔楼 "," 横岗",240,46593
"1508","万科金域华府  "," 3室2厅 ",79.07," 西南 "," 精装 "," 有电梯","中楼层(共34层)2011年建板塔结合 "," 深圳北站",668,84483
"1509","花语岸  "," 3室1厅 ",88.03," 南 "," 精装 "," 有电梯","低楼层(共30层)2010年建塔楼 "," 布吉街",375,42600
"1510","景新花园  "," 3室1厅 ",96.61," 东南 "," 精装 "," 有电梯","高楼层(共29层)1996年建塔楼 "," 景田",605,62623
"1511","香格丽苑  "," 3室1厅 ",107.57," 东 "," 简装 "," 有电梯","高楼层(共32层)2006年建板塔结合 "," 香蜜湖",1180,109697
"1512","祥云天都世纪大厦  "," 4室2厅 ",98.2," 南 "," 精装 "," 有电梯","低楼层(共32层)2007年建板塔结合 "," 新洲",558,56823
"1513","风临域  "," 4室2厅 ",113.13," 南 北 "," 简装 "," 有电梯","高楼层(共17层)2009年建板塔结合 "," 龙岗中心城",499,44109
"1514","澳城花园二期  "," 4室1厅 ",89.72," 东南 "," 毛坯 "," 有电梯","中楼层(共32层)2013年建塔楼 "," 蛇口",1500,167187
"1515","南海玫瑰花园二期  "," 4室2厅 ",223.52," 南 "," 精装 "," 有电梯","中楼层(共18层)2005年建板塔结合 "," 蛇口",2300,102900
"1516","世纪村二期  "," 4室2厅 ",154.46," 东南 "," 精装 "," 有电梯","低楼层(共17层)2002年建塔楼 "," 红树湾",1380,89344
"1517","福园小区  "," 3室1厅 ",95.17," 南 "," 其他 "," 无电梯","高楼层(共7层)1999年建板塔结合 "," 龙岗中心城",320,33625
"1518","愉园新苑  "," 3室2厅 ",104.94," 西 "," 简装 "," 有电梯","高楼层(共12层)2004年建板塔结合 "," 龙岗中心城",341,32495
"1519","莱蒙水榭春天二期  "," 3室2厅 ",77.1," 西 "," 精装 "," 有电梯","高楼层(共33层)2010年建板楼 "," 深圳北站",580,75227
"1520","远洋新干线一期  "," 3室1厅 ",80.33," 南 "," 毛坯 "," 有电梯","高楼层(共32层)2014年建板塔结合 "," 龙岗中心城",330,41081
"1521","花语岸  "," 3室1厅 ",80.83," 南 "," 精装 "," 有电梯","高楼层(共30层)2010年建塔楼 "," 布吉街",365,45157
"1522","润丰园  "," 3室2厅 ",90.04," 西南 "," 精装","","低楼层(共27层)1999年建板塔结合 "," 景田",520,57753
"1523","东方凤雅台  "," 2室1厅 ",59.91," 南 "," 精装 "," 有电梯","高楼层(共9层)2002年建板塔结合 "," 莲塘",295,49241
"1524","港湾丽都  "," 4室2厅 ",119.01," 南 "," 简装 "," 有电梯","低楼层(共18层)2003年建板塔结合 "," 前海",850,71423
"1525","招商依山郡  "," 3室2厅 ",88.81," 南 北 "," 精装 "," 有电梯","低楼层(共18层)2009年建板塔结合 "," 龙岗中心城",355,39973
"1526","万象天成  "," 2室1厅 ",77.43," 南 "," 精装 "," 有电梯","高楼层(共28层)2009年建板塔结合 "," 龙岗中心城",230,29705
"1527","颐安都会中央二期  "," 3室2厅 ",76.94," 东南 "," 其他 "," 有电梯","低楼层(共33层)2016年建塔楼 "," 大运新城",412,53549
"1528","阳光棕榈园一期  "," 2室1厅 ",74.12," 南 "," 简装 "," 无电梯","低楼层(共6层)2002年建板楼 "," 前海",568,76633
"1529","诺德假日花园  "," 4室2厅 ",145.59," 南 北 "," 其他 "," 有电梯","中楼层(共30层)2009年建板塔结合 "," 前海",1250,85858
"1530","碧海富通城四期  "," 1室1厅 ",30.87," 西南 "," 精装 "," 有电梯","高楼层(共26层)2009年建板楼 "," 碧海",195,63169
"1531","星河时代  "," 3室1厅 ",85.75," 南 "," 精装 "," 有电梯","低楼层(共33层)2012年建塔楼 "," 大运新城",480,55977
"1532","万科金域华府  "," 3室2厅 ",89.04," 西南 "," 精装 "," 有电梯","高楼层(共32层)2010年建板塔结合 "," 深圳北站",670,75248
"1533","中海日辉台  "," 3室2厅 ",89.64," 西 "," 简装 "," 无电梯","低楼层(共6层)2005年建板楼 "," 坂田",400,44623
"1534","百富大厦南山区  "," 1室1厅 ",36.19," 西北 "," 精装 "," 有电梯","中楼层(共24层)2004年建板塔结合 "," 南山中心",265,73225
"1535","海月花园二期  "," 3室2厅 ",133.89," 西南 东北 "," 精装 "," 有电梯","高楼层(共10层)2003年建板塔结合 "," 蛇口",1130,84398
"1536","绿景公馆1866南区  "," 3室2厅 ",89.76," 南 "," 精装 "," 有电梯","高楼层(共28层)2013年建板楼 "," 深圳北站",615,68517
"1537","THETOWN乐城  "," 2室1厅 ",51.51," 东北 "," 精装 "," 有电梯","中楼层(共33层)2014年建塔楼 "," 横岗",240,46593
"1538","万科金域华府  "," 3室2厅 ",79.07," 西南 "," 精装 "," 有电梯","中楼层(共34层)2011年建板塔结合 "," 深圳北站",668,84483
"1539","花语岸  "," 3室1厅 ",88.03," 南 "," 精装 "," 有电梯","低楼层(共30层)2010年建塔楼 "," 布吉街",375,42600
"1540","景新花园  "," 3室1厅 ",96.61," 东南 "," 精装 "," 有电梯","高楼层(共29层)1996年建塔楼 "," 景田",605,62623
"1541","香格丽苑  "," 3室1厅 ",107.57," 东 "," 简装 "," 有电梯","高楼层(共32层)2006年建板塔结合 "," 香蜜湖",1180,109697
"1542","祥云天都世纪大厦  "," 4室2厅 ",98.2," 南 "," 精装 "," 有电梯","低楼层(共32层)2007年建板塔结合 "," 新洲",558,56823
"1543","风临域  "," 4室2厅 ",113.13," 南 北 "," 简装 "," 有电梯","高楼层(共17层)2009年建板塔结合 "," 龙岗中心城",499,44109
"1544","澳城花园二期  "," 4室1厅 ",89.72," 东南 "," 毛坯 "," 有电梯","中楼层(共32层)2013年建塔楼 "," 蛇口",1500,167187
"1545","南海玫瑰花园二期  "," 4室2厅 ",223.52," 南 "," 精装 "," 有电梯","中楼层(共18层)2005年建板塔结合 "," 蛇口",2300,102900
"1546","世纪村二期  "," 4室2厅 ",154.46," 东南 "," 精装 "," 有电梯","低楼层(共17层)2002年建塔楼 "," 红树湾",1380,89344
"1547","福园小区  "," 3室1厅 ",95.17," 南 "," 其他 "," 无电梯","高楼层(共7层)1999年建板塔结合 "," 龙岗中心城",320,33625
"1548","愉园新苑  "," 3室2厅 ",104.94," 西 "," 简装 "," 有电梯","高楼层(共12层)2004年建板塔结合 "," 龙岗中心城",341,32495
"1549","莱蒙水榭春天二期  "," 3室2厅 ",77.1," 西 "," 精装 "," 有电梯","高楼层(共33层)2010年建板楼 "," 深圳北站",580,75227
"1550","远洋新干线一期  "," 3室1厅 ",80.33," 南 "," 毛坯 "," 有电梯","高楼层(共32层)2014年建板塔结合 "," 龙岗中心城",330,41081
"1551","花语岸  "," 3室1厅 ",80.83," 南 "," 精装 "," 有电梯","高楼层(共30层)2010年建塔楼 "," 布吉街",365,45157
"1552","润丰园  "," 3室2厅 ",90.04," 西南 "," 精装","","低楼层(共27层)1999年建板塔结合 "," 景田",520,57753
"1553","东方凤雅台  "," 2室1厅 ",59.91," 南 "," 精装 "," 有电梯","高楼层(共9层)2002年建板塔结合 "," 莲塘",295,49241
"1554","港湾丽都  "," 4室2厅 ",119.01," 南 "," 简装 "," 有电梯","低楼层(共18层)2003年建板塔结合 "," 前海",850,71423
"1555","招商依山郡  "," 3室2厅 ",88.81," 南 北 "," 精装 "," 有电梯","低楼层(共18层)2009年建板塔结合 "," 龙岗中心城",355,39973
"1556","万象天成  "," 2室1厅 ",77.43," 南 "," 精装 "," 有电梯","高楼层(共28层)2009年建板塔结合 "," 龙岗中心城",230,29705
"1557","颐安都会中央二期  "," 3室2厅 ",76.94," 东南 "," 其他 "," 有电梯","低楼层(共33层)2016年建塔楼 "," 大运新城",412,53549
"1558","阳光棕榈园一期  "," 2室1厅 ",74.12," 南 "," 简装 "," 无电梯","低楼层(共6层)2002年建板楼 "," 前海",568,76633
"1559","诺德假日花园  "," 4室2厅 ",145.59," 南 北 "," 其他 "," 有电梯","中楼层(共30层)2009年建板塔结合 "," 前海",1250,85858
"1560","碧海富通城四期  "," 1室1厅 ",30.87," 西南 "," 精装 "," 有电梯","高楼层(共26层)2009年建板楼 "," 碧海",195,63169
"1561","星河时代  "," 3室1厅 ",85.75," 南 "," 精装 "," 有电梯","低楼层(共33层)2012年建塔楼 "," 大运新城",480,55977
"1562","万科金域华府  "," 3室2厅 ",89.04," 西南 "," 精装 "," 有电梯","高楼层(共32层)2010年建板塔结合 "," 深圳北站",670,75248
"1563","中海日辉台  "," 3室2厅 ",89.64," 西 "," 简装 "," 无电梯","低楼层(共6层)2005年建板楼 "," 坂田",400,44623
"1564","百富大厦南山区  "," 1室1厅 ",36.19," 西北 "," 精装 "," 有电梯","中楼层(共24层)2004年建板塔结合 "," 南山中心",265,73225
"1565","海月花园二期  "," 3室2厅 ",133.89," 西南 东北 "," 精装 "," 有电梯","高楼层(共10层)2003年建板塔结合 "," 蛇口",1130,84398
"1566","绿景公馆1866南区  "," 3室2厅 ",89.76," 南 "," 精装 "," 有电梯","高楼层(共28层)2013年建板楼 "," 深圳北站",615,68517
"1567","THETOWN乐城  "," 2室1厅 ",51.51," 东北 "," 精装 "," 有电梯","中楼层(共33层)2014年建塔楼 "," 横岗",240,46593
"1568","万科金域华府  "," 3室2厅 ",79.07," 西南 "," 精装 "," 有电梯","中楼层(共34层)2011年建板塔结合 "," 深圳北站",668,84483
"1569","花语岸  "," 3室1厅 ",88.03," 南 "," 精装 "," 有电梯","低楼层(共30层)2010年建塔楼 "," 布吉街",375,42600
"1570","景新花园  "," 3室1厅 ",96.61," 东南 "," 精装 "," 有电梯","高楼层(共29层)1996年建塔楼 "," 景田",605,62623
"1571","香格丽苑  "," 3室1厅 ",107.57," 东 "," 简装 "," 有电梯","高楼层(共32层)2006年建板塔结合 "," 香蜜湖",1180,109697
"1572","祥云天都世纪大厦  "," 4室2厅 ",98.2," 南 "," 精装 "," 有电梯","低楼层(共32层)2007年建板塔结合 "," 新洲",558,56823
"1573","风临域  "," 4室2厅 ",113.13," 南 北 "," 简装 "," 有电梯","高楼层(共17层)2009年建板塔结合 "," 龙岗中心城",499,44109
"1574","澳城花园二期  "," 4室1厅 ",89.72," 东南 "," 毛坯 "," 有电梯","中楼层(共32层)2013年建塔楼 "," 蛇口",1500,167187
"1575","南海玫瑰花园二期  "," 4室2厅 ",223.52," 南 "," 精装 "," 有电梯","中楼层(共18层)2005年建板塔结合 "," 蛇口",2300,102900
"1576","世纪村二期  "," 4室2厅 ",154.46," 东南 "," 精装 "," 有电梯","低楼层(共17层)2002年建塔楼 "," 红树湾",1380,89344
"1577","福园小区  "," 3室1厅 ",95.17," 南 "," 其他 "," 无电梯","高楼层(共7层)1999年建板塔结合 "," 龙岗中心城",320,33625
"1578","愉园新苑  "," 3室2厅 ",104.94," 西 "," 简装 "," 有电梯","高楼层(共12层)2004年建板塔结合 "," 龙岗中心城",341,32495
"1579","莱蒙水榭春天二期  "," 3室2厅 ",77.1," 西 "," 精装 "," 有电梯","高楼层(共33层)2010年建板楼 "," 深圳北站",580,75227
"1580","远洋新干线一期  "," 3室1厅 ",80.33," 南 "," 毛坯 "," 有电梯","高楼层(共32层)2014年建板塔结合 "," 龙岗中心城",330,41081
"1581","花语岸  "," 3室1厅 ",80.83," 南 "," 精装 "," 有电梯","高楼层(共30层)2010年建塔楼 "," 布吉街",365,45157
"1582","润丰园  "," 3室2厅 ",90.04," 西南 "," 精装","","低楼层(共27层)1999年建板塔结合 "," 景田",520,57753
"1583","东方凤雅台  "," 2室1厅 ",59.91," 南 "," 精装 "," 有电梯","高楼层(共9层)2002年建板塔结合 "," 莲塘",295,49241
"1584","港湾丽都  "," 4室2厅 ",119.01," 南 "," 简装 "," 有电梯","低楼层(共18层)2003年建板塔结合 "," 前海",850,71423
"1585","招商依山郡  "," 3室2厅 ",88.81," 南 北 "," 精装 "," 有电梯","低楼层(共18层)2009年建板塔结合 "," 龙岗中心城",355,39973
"1586","万象天成  "," 2室1厅 ",77.43," 南 "," 精装 "," 有电梯","高楼层(共28层)2009年建板塔结合 "," 龙岗中心城",230,29705
"1587","颐安都会中央二期  "," 3室2厅 ",76.94," 东南 "," 其他 "," 有电梯","低楼层(共33层)2016年建塔楼 "," 大运新城",412,53549
"1588","阳光棕榈园一期  "," 2室1厅 ",74.12," 南 "," 简装 "," 无电梯","低楼层(共6层)2002年建板楼 "," 前海",568,76633
"1589","诺德假日花园  "," 4室2厅 ",145.59," 南 北 "," 其他 "," 有电梯","中楼层(共30层)2009年建板塔结合 "," 前海",1250,85858
"1590","碧海富通城四期  "," 1室1厅 ",30.87," 西南 "," 精装 "," 有电梯","高楼层(共26层)2009年建板楼 "," 碧海",195,63169
"1591","星河时代  "," 3室1厅 ",85.75," 南 "," 精装 "," 有电梯","低楼层(共33层)2012年建塔楼 "," 大运新城",480,55977
"1592","万科金域华府  "," 3室2厅 ",89.04," 西南 "," 精装 "," 有电梯","高楼层(共32层)2010年建板塔结合 "," 深圳北站",670,75248
"1593","中海日辉台  "," 3室2厅 ",89.64," 西 "," 简装 "," 无电梯","低楼层(共6层)2005年建板楼 "," 坂田",400,44623
"1594","百富大厦南山区  "," 1室1厅 ",36.19," 西北 "," 精装 "," 有电梯","中楼层(共24层)2004年建板塔结合 "," 南山中心",265,73225
"1595","海月花园二期  "," 3室2厅 ",133.89," 西南 东北 "," 精装 "," 有电梯","高楼层(共10层)2003年建板塔结合 "," 蛇口",1130,84398
"1596","绿景公馆1866南区  "," 3室2厅 ",89.76," 南 "," 精装 "," 有电梯","高楼层(共28层)2013年建板楼 "," 深圳北站",615,68517
"1597","THETOWN乐城  "," 2室1厅 ",51.51," 东北 "," 精装 "," 有电梯","中楼层(共33层)2014年建塔楼 "," 横岗",240,46593
"1598","万科金域华府  "," 3室2厅 ",79.07," 西南 "," 精装 "," 有电梯","中楼层(共34层)2011年建板塔结合 "," 深圳北站",668,84483
"1599","花语岸  "," 3室1厅 ",88.03," 南 "," 精装 "," 有电梯","低楼层(共30层)2010年建塔楼 "," 布吉街",375,42600
"1600","景新花园  "," 3室1厅 ",96.61," 东南 "," 精装 "," 有电梯","高楼层(共29层)1996年建塔楼 "," 景田",605,62623
"1601","香格丽苑  "," 3室1厅 ",107.57," 东 "," 简装 "," 有电梯","高楼层(共32层)2006年建板塔结合 "," 香蜜湖",1180,109697
"1602","祥云天都世纪大厦  "," 4室2厅 ",98.2," 南 "," 精装 "," 有电梯","低楼层(共32层)2007年建板塔结合 "," 新洲",558,56823
"1603","风临域  "," 4室2厅 ",113.13," 南 北 "," 简装 "," 有电梯","高楼层(共17层)2009年建板塔结合 "," 龙岗中心城",499,44109
"1604","澳城花园二期  "," 4室1厅 ",89.72," 东南 "," 毛坯 "," 有电梯","中楼层(共32层)2013年建塔楼 "," 蛇口",1500,167187
"1605","南海玫瑰花园二期  "," 4室2厅 ",223.52," 南 "," 精装 "," 有电梯","中楼层(共18层)2005年建板塔结合 "," 蛇口",2300,102900
"1606","世纪村二期  "," 4室2厅 ",154.46," 东南 "," 精装 "," 有电梯","低楼层(共17层)2002年建塔楼 "," 红树湾",1380,89344
